youtube_id,label,year,transcript,mean_brightness,std_brightness,mean_edge_density,mean_motion_energy,n_frames
5jHvQDKSICM,0,2018,"Hi, my name is Alex, I am a co-founder and CEO at Valium Digital. Hi, my name is Max, I am co-founder and CEO. Hi, my name is Dima, I am co-founder and CEO of Valium Digital. We live in work in hockey for Ukraine. So, why did we make a startup? Well, I'm going to mention another project for developing the one-page site. We face the problem of the absence of the ready decision for CMS system, particularly for one-page site. Available solution are extremely difficult in integration and have extra functionality. For those clients' website, we developed the custom admin panel and we were extremely interested in solving that problem. That's where we start to develop the admin. Admini. Admini CMS is admin panel for one-page site where to change the content is easiest and never. No code, click and change. We can resolve some of the mental clients' problems. And each client can easily change content on website by themselves without any specific skills. We have five clients who give us feedback and help us eliminate problems. We want to start advertising at the end of April. So, thank you for your time. Thank you for your attention. See you soon. Bye. Bye.",152.4635009765625,69.57732391357422,0.007085841049382716,9.721093336741129,10
wxyTupz3Kic,0,2018,"Hi, what company? My name is Evian. I'm a student at Emory University. I co-founded a company, FetchMe, with my two other co-founders here, out of a dorm at Emory University. Hi, my name is Justin Loh, and I'm the CTO of FetchMe. My name is Mike Lee, and I'm the lead developer. FetchMe is a one-stop shop service platform to conduct people to online and local services in Atlanta. Right now, our company is based in Atlanta, and we provide services in forming categories. Education, recreation, career, and finance. We realize that today, it is very easy for people to shop online. However, when it comes to looking for services, like looking for a tutor, or looking for a job, people often don't have an idea of where to go and how these companies are different from each other. And that's where our company comes in. Currently, we're partnering with over 1200 service companies in Atlanta, and we're hoping to expand into more categories in cities. So with your help, we look to further bridge the gap between people and services. So we'll see you this summer. See you in California!",106.30903625488281,79.00763702392578,0.008519418724279835,7.327260812123616,10
8UR4NMlxsDc,1,2024,"Hey, I'm Kumar. And I am Mark. We are the founders of Merce. We're building a fully immersive comic creating and publishing platform with consistent characters and audio facts. Well, I've been in this space for over a year now since the beginning of the journey of AI Wave. And the biggest barrier that I noticed of the image-based media is character consistency. That's like the largest bottleneing right there. Creators can use R.A. models to generate characters and their voices, backdrops, and compelling audio as well, speeches for each speech bubble with, you know, soundtracks. Building so far does need arsonars to draw a web tune on a complex Adobe Illustrator like UI. And it requires extensive technical knowledge, expensive tools, and countless ars. To solve this issue, we have raised 50k from my ex colleague at Air Chat, Cigil-1, and re-advised founders, Daniel Dillon, and Tristan Homesy. Well, we are hungry down right now, building and shipping from... Yeah, it's an urban beat. We love the energy here. We love the city. Cafe to CEO, at YC. Thank you. Thank you.",137.5243377685547,70.20559692382812,0.015633053626543207,20.819442643059624,10
zAHEBOLq--A,0,2024,"What? Hope so. Hey, I'm Greg Gunn, CEO and co-founder of Kovet. Hi, I'm Bear, I'm the CEO. Greg and I, we met at Hootsuite. I was the first engineer and this guy made the first dollar. That's right. And today, we're focused on solving problems for the 80% of software developers that are passive job seekers. Yeah. A commit gives self engineers an AI career agent that automatically research, stack rank, and then apply jobs for them. We launched the private beta on the 15th and so far, we've grown it to 2,800 developers that have created and trained agents that have applied to over 20,000 positions for them. In addition, we partnered with LinkedIn where they've given us access to their jobs database because the first time they've done that in over 15 years. We have a vision where every knowledge worker has their own AI Hollywood agent that's constantly out there finding them opportunities to learn and earn. Yeah, thank you so much for taking the time to look at our application. Yeah, thank you.",107.20510864257812,45.67887878417969,0.010414713541666667,11.54100947909885,10
grIwnpFZu4k,0,2024,"Hey, I see my name is Timo. I'm the CEO and co-founder of CETREI. I'm a salesman and I grew my last startup to 400,000 users But now I'm going back to what I do best which is sales and actually moved out to Tuberli with Joseph to extend our runway and to build the calendar of phone appointment setting I'm Joseph, CTO and co-founder at CETREI Previously, I've won the WDC scholarship from Apple multiple times and I was a lead mobile developer at a fast-growing VC-back company in Berlin Look, I've been over 20,000 appointments setting calls in my life and what impacted the most if I convert a lead into a meeting is how fast I can call them up after they submitted a form The average business needs 42 hours according to Harvard to call up a lead which is way too long. They just have forgotten about you CETREI calls up leads within 10 seconds and books meeting straight into your calendar From the very beginning we've been doc-feeding with our own tool, booking appointments into our own calendars Talking to users, the key takeaway was that users don't want to touch any prompt at all. They just want a tool that works out of the box",118.921875,56.4870491027832,0.06521402391975309,11.296291563245985,10
WgH-2UFRm6E,0,2024,"Hi, I'm Aaron. I'm not your average engineer. Prior to becoming a technology leader at Microsoft, I design skyscrapers, built airplanes and play college football. Hi, I'm Keith. I'm a seasoned front end designer and marketer with a proven track record leading Ed Tech entertainment brands. I'm also a podcast host. Hey, I'm Kayeki. I'm a graduate student at Georgia Tech specializing in AI. I also lead back in marketing automation teams at MailChamp. There are over 120 million podcasts and YouTube creators, but 95% of them struggle with audience growth, brand awareness, and monetization. Audio and video podcasters use more than eight apps and spend upwards of 12 hours producing a single episode. This approach is inefficient and ultimately drives many creators to quit, others the outsourced and most to drink. Odd Power is the fastest way to a million subscribers. Our tech removes the busy works our creators can focus on what they really love to do, telling stories, interviewing guests and building their brand. Today, users enjoy features like episode planning and team collaboration. Tomorrow they'll create a scale using our guest portal and AI powered marketing tools. To have a successful podcast, you need a successful process. We're reapplying because this is a big problem and we want to solve it with you. So join us and become a podcasters best friend.",101.66584777832031,77.39356231689453,0.014617947048611113,4.897961351606581,10
R6mArwEhm_k,0,2024,"Hi, I'm Drew. I'm studying CS at Stanford. In fact, we're all junior studying CS here. I was the first employee at Cascading AI, YCS 23, and I'm slated to work at BCG Chicago this summer. Okay, my name is able. I interned up a lot of summer as a sweet. Hey, I'm so crude. I intern at Lockheed as a systems engineer, and I'm an offer for SpaceX. And I'm Noah. I'm currently studying abroad in Japan and have an offer at Amazon. Together, we're not only roommates, in fact, we're in our cramped triple right now, but we're also the co-founders of Revolt, a peer-to-peer EV charging startup that enables homeowners to rent out their level two chargers to drivers in need. Our mission is to create the nation's largest network of EV chargers. The valid day, our idea, we flew down to Phoenix to do 50 user interviews, and we saw the same problems express time and time again. Travis saw our idea as a solution to the charging anxiety, and most homeowners we spoke to were super interested in the potential for passive income. We think the time to act is now. Through IC, we're really excited to scale up our idea this summer. Thank you.",74.48734283447266,85.41431427001953,0.024917968750000002,2.2124573257234363,10
HNsuzndWHsU,0,2023,"Hello, Wacom, I'm Shira Elm, CEO of Benzei. Hi, I'm Maniche, CTO of Benzei. I'm Matthew, CTO of Benzei. And I'm at the C-O-O of Benzei. Well, we're using machine learning engineering. I'm most of a lot of critical development time that should be going into our model and said goes into integrating application into the cloud. As a developer for AWS, I noticed the large amount of overhead needed for developers to access any cloud infrastructure. And that's when we came up with Benzei, a platform that simplifies this entire process, all without any cloud knowledge or experience needed. To use a platform, simply create a project on our website and pick a plan that best fits your needs. And from there, just integrate RSDK onto your code and with one simple command, your model is now in the cloud ready to be used. Our application is currently expected to launch by the end of May. And then we'll start on-going customers in order to use our application. Thank you for giving us this opportunity. And we look forward to one day scaling and going our business by your side. Thank you.",102.78375244140625,74.64025115966797,0.026701280381944442,13.034751362270779,10
XZTb6DdOReQ,0,2024,"I'm Pascal Dao, co-founder and CEO of MakePrint. I'm an ML researcher on the Air Force Research Lab project, previously a software engineer at CCG. Hi, I'm Josie Asmupri, co-founder and CEO of MakePrint. I'm a researcher on the NASA project and previously worked as a software engineer at the Rican Collins Aerospace. We created MakePrint to streamline workflows for product development and prototyping companies. After launching our beta in January, we've had hundreds of signups, interacting with users, helped us narrow our focus to developing Gen, a cat co-pilot. Gen integrates directly with existing cat setups, saving engineers hours in iteration cycle by suggesting designs, optimization and analysis to advance visual spatial reasoning. Users interact with Gen through text or audio, making it as insuated as catching. We've built strong relationships with executives from C-Man annex, ORCAD and SOLIDWORKS and we've engaged with design engineers from SpaceX, Rolls-Royce and Cummins to better understand their challenges and ensure that Gen accelerates their daily operations. We are collaborating with SOLIDWORKS to deploy into millions of the users in critical US industries like automotive, aerospace and manufacturing. Why is this participant help us refine our offer and expand our market reach? We're excited to bring YC Honour Journey to Transform Cat. Thank you. Thank you.",141.85189819335938,71.50370025634766,0.00357518325617284,7.915524827109443,10
q_HIpz3pVRc,1,2024,"Hi, I see where the co-founders of FITAI, my name is Chris and I'm a computer engineering student at Cambridge and I'm a bank of America quant. I'm Rahan, I'm a Goldman Sachs engineer and tech sales alum. Hi, I'm Alex, I'm a CS fund list and next founder, Alchemy LabX, which x did at 600k revenue. Hi, I'm Blendy, I did computer engineering and I'm also the founder of a YouTube channel that I made when I was 14 and since then it's grown to around a million subscribers and $200,000 in ad revenue. So during our time here at Cambridge University, we found it really annoying whenever we tried to order food online and the restaurant had no images. To investigate this further, we did a survey of around 80 food delivery platform users and we found that a lot of them shared the same views as us. In fact, around one third of them have never ordered an item on a food delivery platform when there was no image of it. We interviewed delivery platforms and restaurants and realized that the reason why this could change is because food photography is expensive and time consuming. In fact, restaurants with images in delivery platforms have 35% more orders than other restaurants. And we decided to build a platform in which restaurants can upload around 10 to 15 smartphone images of their menu item and then generate professional visuals based on their preferences, related to content, style and background. Our solution is around 50 times faster and 100 times cheaper than existing food photographer solutions. We currently have two restaurants using our product and we aim to integrate with delivery platforms to gain access to thousands of partner restaurants. Thanks. I'll see you next time.",111.94397735595703,85.41169738769531,0.013010368441358024,8.816804514990913,10
frkf94ZgBBU,0,2023,"Hi, my name is Kevin Fierre. I am a co-founder, CEO and CTO of Delta Robotics. Hi, I'm Christopher Holmer. I'm the chief medical officer and co-founder of Delta Robotics. In 2015, we began a journey of going from customer to customer, business to business, asking one simple question. If you could automate anything, what would it be? And the replies we got back gave us a repeating problem that we set out to change. And so unlike our competitors who have tried to solve it and failed through engineering, we've decided to solve it this way. If you want a robot to move like a human, it's going to work like one, which means we solved it through biomechanics. We've spent over three years developing this core technology and we're finally ready to make an MVP, but we can't do it alone. Why a combinator can help us change the world, one robot at a time? You know what I'm saying? And that works. Go, let's go. Alright, I got a posit, I got a posit.",71.21344757080078,55.85647201538086,0.007863667052469134,7.273180537753635,10
BxjmoN6LhqM,1,2024,"Hi, I'm Andy, founder and CEO of Keywords AI and I'm Raymond, co-founder and CEO of Keywords AI. Me and Raymond have been best friends since my freshman year in college. I'm excited to introduce you to our startup Keywords AI. Back in January, we started building an AI compiler for job search. And we hit Roblox, including GPC 3.5's capability and GPC 4's cost. So it builds a project to help us and similar startups to solve this problem. Yeah, so basically, we build an API bartender for our large language models. We incorporate multiple large language models into our system and pick the best for our user based on the request. So this in turn improves the performance while it decreases the cost. We launched our product publicly yesterday and we already have 20 Devils forth with customers that are paying for our products already. We're very excited about what we can do and we look forward to keeping your thoughts.",92.45709228515625,70.34481048583984,0.02454470486111111,7.206602732340495,10
Esj5FmQj-uQ,1,2024,"Hi, I'm Bryce, CEO and co-founder of Zemo. My name is Danny, a CTO. And I'm Sandiala CPO. Zemo is a drag and drop design tool for DDC marketers to bring interactive widgets into their emails that they send to their customers. Director Consumer Brands love to engage with their customers through emails by sending abandoned cards, reviews, and polls. And they see a pretty good ROI, but the response rates are moderate at best. Using our tool, brands can embed these complex widgets directly using in their current workflow, making it super simple to increase their conversions. Our most recent case study saw a 68% boost in orders placed. Since getting off the ground, we've had 220 brands reach out to us these are technology and have chosen 20 of them as design partners, five of which recently started paying us about $500 a month, these are technology. We've also raised $700,000 in pre-seed funding to get off the ground, and we're excited to see you in San Francisco. Thanks.",126.44939422607422,53.7441291809082,0.053921353452217644,6.662368271085951,10
jzgX_wo7hUY,1,2024,"Hi, I'm Emily, CEO and co-founder of Clearly AI. And I'm Joe, CTO and co-founder. Joe and I met while working on a security review at Amazon. One microservice took over two months of paperwork and iteration to complete. So we started asking around. Security engineers across industries and companies were experiencing the same thing. Manual security reviews that were tedious and error-prone, leading to delays in software launches and third-party vendor integrations. We're tackling this problem by automating security reviews with AI. We're using large-engaged models and retrieval augmented generation to understand your entire tech stack. We check it for security best practices and compliance against your policies. Our dashboard highlights the most critical findings across your org. It's not just for internal software. We want to help small SaaS vendors sell to enterprise clients more easily, but using Clearly AI across their entire tech stack to get to a sale faster than a vendor security questionnaire.",166.4692840576172,66.5643081665039,0.005516493055555556,5.668668111165364,10
HA9rJiemzrU,0,2024,"Hey, YC, my name is Guillermo and I'm the founder of Avantzai. After graduating from Cornell Engineering, I spent about seven years at Bloomberg, first as part of their Quant Analytics team, and eventually transitioning to becoming a product manager. After that, I spent two years as a product manager at a startup called Sick Tech for Quant Backtesting. In the last six months, I've been speaking to a lot of middle and back office personnel at hedge funds and asset managers. A lot of them want to implement AI internally, but they're having issues integrating the different financial data vendors, such as FACSET, S&P, Bloomberg, and they have to depend on their technology team in order to implement these AI agents internally. Avantzai strives to solve both problems. So first, being a no-code tool in which you can create these financial AI agents, and then eventually these users can then pass them off to their technology team who can use our Python SDK in order to implement these AI agents internally across their tech stack. We look forward to hearing back from YC and definitely want to work together towards making this vision come true. Thank you.",168.2743377685547,60.3513069152832,0.010595052083333334,11.209167374504936,10
b_u6sgtPKWs,0,2024,"Hey, I'm Jacob. I'm Jenny. I'm Matthew. I'm Cole. And we're a group of four recent University of Water with graduates and the four co-founders at Monk's Care. So in our time there, Jenny and I studied science and business with a biodex specialization. Jacob and I also have experienced an internal and external facing business rules across sales, marketing, logistics, as well as business development, ad finance, transportation, and pharmaceutical companies such as Roche. And Cole and I are mechanical engineers with four years of experience in industry, through including production of a part design, FBA, prototype fabrication, validation, and manufacturing process selection through our internships and companies like Tesla. And last year, we all fell in love with this espresso and wanted to make it at home. But we are quickly overwhelmed by the options, not sure if we need the features of a $500 or $2,500 machine. There is no machine that you can buy now and upgrade or customize down the line. So we made one. With our combined expertise and dedication, we are confident that we are the ones to make this a reality. Talk soon, I see you.",147.00291442871094,68.3572006225586,0.010338975694444447,5.5675805939568415,10
22mHJ8n3oCk,0,2024,"Hi, welcome. I'm Anish, CEO of Bencei. Hi, I'm Shriram, CEO of Bencei. I'm Edward, CEO of Bencei. As an ML researcher, my team had to result to using outdated on-premise GPUs because accessing cloud infrastructure to train our models was simply too hard. As a developer for AWS, I noticed that it took our MLOPs team over a month to set up this complicated pipeline. Bencei saw this problem by automating the training, testing, and deployment infrastructure for machine learning engineers. We took a process that takes over a month and turned it into just days, so these teams can access these critical services to build their machine learning models. As GitHub did for developers, Bencei loves the playing field for all machine learning engineers. We enable engineers to get access to infrastructure that only the larger competitors have. Since our last application, we iterated over our product by conducting user interviews to find our initial market. Now we are onboarding ML researchers from schools such as Columbia, Rice, UC Davis, and more. And we would love to be part of the YC community to help us grow our business. Thanks.",135.09226989746094,77.52814483642578,0.032460214120370375,6.863900661468506,10
rpyvQJGcQGw,1,2014,"Hi, my name is Brandon Rodman. I'm the CEO of Weave. My name is Clint Berry. I'm the CTO of Weave and my name is Jared Rodman. I'm the CEO of Weave. At its core, Weave is a telephone company. What makes us different than all the other telephone companies out there is that we link up our telephone service with a small businesses CRM. We also incorporate text messaging and emailing into our system. When somebody calls into a business using our phone system, all of the patient or customer data will pop up automatically on the computer screen and give them multiple opportunities to communicate with those patients to interact with them. It also identifies what they can do on that phone call to generate more revenue. So far, we are in the dental community. That's the vertical we chose to start in. We exited a beta in June of this year and we already have 230 paying clients. We're going to eclipse 1 million in overall revenue for the year, so we're pretty excited. As far as technology goes, we love open source technologies that we've all the way from the communication stack to the software we install on our clients' computers. We use open source for everything. Our initial alpha version wasn't very modular, wasn't scalable, but we've changed all that. We reworked the whole system so that we have an extremely scalable modular system and some great developers here doing agile development, adding features on a weekly basis. Cool. We hope you guys will consider us. I hope we can be a part of Y Combinator. Thanks.",86.13495635986328,49.11370086669922,0.013695529513888888,8.074004570643107,10
pw5IObxW8yQ,0,2022,"Hi, I'm Parker, Vanderbilt CS major and former Google engineer. My name is Joe. I'm a natural born salesman and most recently had a job in private equity. We're the co-founders of twos, the best place to write things down. We all know the benefits of writing things down. Not only does it help you think clearly, but it also helps you easily remember things. But there are also inherent complications with writing things down on paper. You have to carry it with you wherever you go, flip through the pages to find the things you wrote down and you're going to run out of space. Current digital solutions are hardly better. You have to create a new note for everything you want to remember. They're overly complex and they're unorganized. That is why we're building twos. The first app in website designed to help you simply remember things. Since we last applied, we've amassed an amazing group of early adopters who have validated their need and want for a platform like twos. And with YC's help, we can help millions of people stop forgetting things. Thank you and have a happy twos day.",134.30677795410156,74.01809692382812,0.014011393229166669,6.449346118503147,10
of1NyuLWiBI,0,2022,"Hi, I'm Mohamed and I'm Frank and we're actually fourth year University of Toronto students We met in second year though, and we've been best friends ever since and we're about to graduate this December Yeah, so we met at our internships and Since both of us were in the same department so we happened to you know have a lot of conversations together we talk about relationships work started by years and We since both of us were living in residence back then so and had a hard time Finding groceries. So we created a company that delivered grocery to resident students and We actually started with that idea and we applied to YC with the idea last year But our revenue started to fall and so we did customer interviews and we found that they wanted a cheaper and faster grocery delivery company So we started we started we launched as the first and only 15 minute grocery delivery service in Canada and we charged a $199 delivery fee and we saw a lot of changes Yeah, so since then our revenue is going up pretty quickly specifically in the last month our revenue almost tripled So we went on to do more customer interviews and What the customer telling us is that you know, they really really enjoy the grocery delivery experience is never They've never tried something so fast and so cheap before and I think we're on to something big. So YC see you soon",154.11570739746094,62.33107376098633,0.01785894097222222,13.034415351019966,10
2ISHGyuyhXM,0,2022,"Hi YC, we're back, I'm Frank, and I'm Muhammad, and we're the co-founders of Sumer Inc. Sumer is a 15-minute grocery delivery service. Frank and I met three years ago at the University of Toronto, and we immediately became best friends. Frank graduated last December, and I'm about to graduate this April. This is the third time we're applying to YC. The first time we applied, we didn't really make what people wanted, so we immediately started doing custom interviews and iterating, and we see some growth. Yeah, and because of that, we actually got the interview the second time we applied, but we were still experimenting with the supplies out of the business, and it turns out that construction on warehouses resulted in poor unit economics in the long run. So in January of this year, we iterated again. So now, our grocery delivery is enabled by partnering with convenient groceries. Now, we can expand so much faster, offer a lot more product, and at the same time, having a better unit economics. In the past month, we've generated 16K of GMV, and also growing at a 34% month over month. We've also secured a deal with the largest convenient groceries in Canada, and YC with your help. We are able to expand all 36 of its locations. So YC, see you soon.",104.01876831054688,68.22603607177734,0.011558979552469135,13.8893338309394,10
OAhXFeENW3g,1,2022,"Hi, my name is Han, and I work in software engineering at Facebook and as a summer associate at Bayon Capital Ventures. And I'm Hanby, and I work in software engineering at Duolingo. So Hanby and I first met in our sophomore year when we built a graduation requirements tracker that scaled to over 3,000 monthly active users at Cornell. In our junior year, we co-founded a community platform star called People, which grew to service over 110 businesses and ultimately got acquired by Tri. Han and I now seniors and co-founders at FixDec, which is an intelligent developer tool for non-developers. What we mean by that is that FixDec helps non-developers gain the technical skills they need to understand code, whether they're working with an unfamiliar code base or a new program language. So Hanby and I started building FixDec the minute after our internships ended 20 days ago. By day two, we've interviewed 22 potential users. By day 10, we launched on Procton and placed as number one product of the day. As of now, we have over 1,300 users and 240 dollars in MR. Please give us a reason to drop out of college. Thank you!",119.20774841308594,67.79251861572266,0.022380787037037032,5.667824983596802,10
O6Vc9QKZjI8,1,2019,"What's up, I see yeah, this is Kevin and Andy and we are basis construction Take Ted Yeah, so what problem we're working on we are working on construction payments currently It takes subcontractors who lay out concrete 60 days to get paid after the work has been done Yeah, and this is I mean is 2019 is absolutely ridiculous ridiculous. It should take one second. Yeah I mean, so I mean how did this start you first called me three months ago, right and basically beg for my help? Yes, no, no, I mean I didn't beg so I just called them up and I said hey Kevin I think we should work on an idea. I don't know what it is But I feel like we'd have a lot of fun doing it and we just went to work Yeah, and I mean so far the progress has been crazy, right? I mean we came up with so many ideas we've been able to test them with so many different, you know Thank you all right the big piece of traction is we've recruited two big advisors in the construction space Peter and Frank And so the team has made I think I'm having really fun time self-driving cars design two giants in construction We're about to finalize the pilot right with PJ dick. Yeah, yeah, they're huge general contractor in Eastern Pennsylvania And so I think You know, we went from nothing to a pilot with a major general contracting firm in three months And I think honestly we think we are onto something special and we are just curious as to how the story unfold Yeah, we want to see if they're cool",95.84159088134766,60.63514709472656,0.011222093621399178,13.477232217788696,10
pmIEkxRreXU,1,2024,"Hi, I'm Ivonne and I'm Robin. I'm the co-founder and CEO and I'm a UC Berkeley graduate and a data engineer. What are the co-founder of Cater? I'm the co-founder of Cater and I'm the CTO. I'm a UC-like graduate and a former Microsoft engineer. We are building the AI data analyst and we're doing this because in our experience Data is still this complex behemoth to understand even for developers And it's extremely inaccessible to non-technical users. So our mission is to make data more accessible across business domains. That's why we're building Cater. You know, it's a platform that allows users to build and query correct and scalable data sets. In the past two months over 20 companies have expressed interest in our product, including snowflake, Shopify, Thought-Spot, Great Expectations and Rivian. Additionally, we're currently iterating on our product with a feedback of over 50 potential early adopters and we've got some great results. Yeah, so really, we're just trying to simplify data while maintaining software development best practices and Build this future where data is directly accessible by anyone without needing to know any code. Thanks, and we're looking forward to working with you. Bye, YC.",55.91566848754883,40.99401092529297,0.0018904892546867855,5.992708312140571,10
TZoprxGzzMM,0,2022,"Hello, my name is Ruthie Grant, and I'm CEO and co-founder of Kaviat. Hi, my name is Elisabeth Taliborza, I'm COO and co-founder of Kaviat. And Kaviat is here to offer you a first look at your contract so that you can not only better understand what it is you're signing, help mitigate the imbalance of knowledge, but also save you money in the long run with legal fees, and also anything else that comes up in the contract that really shouldn't be there. Let's face that contracts are verbose, full of legal jargon, legal ease, unless you have a legal understanding, legal knowledge, or access to somebody who does. You don't actually know what's contained within those contracts that you're signing. We want to solve this problem for freelancers at large, but we're focusing on influencers and models to begin with because of domain expertise, and we actually have business partners and a wide network active within these industries that we are able to push our product to. And so we actually just started this process. We have a couple of design partners starting just from this week, even like yesterday. So we look forward to expanding that and telling you more about it soon. So thank you so much. Bye.",128.1016387939453,70.32759857177734,0.029855709876543207,27.68406804402669,10
kz6IFPuHwTs,0,2024,"What's up, YC? My name is Ryan. I've been the full-time CEO and co-founder of Melody for the past two and a half years. I graduated from UNC Chapel Hill with a focus in startup innovation and marketing, and I've been doing startups since I was 15 years old. My previous venture to Melody was a creative agency that amassed hundreds of millions of views for different startups and e-commerce brands in the health space with zero ads. Hey YC, I'm Noah and I'm the CTO and co-founder at Melody. I studied electrical engineering computer science at Berkeley and I've worked at a few startups throughout the years, most recently the endowment project where I was the founding engineer. Me and Ryan met about three years ago. We started Melody six months later and we've been working on at a percent. Melody tackles the behavioral side of nicotine addiction for vape users. For example, take Sarah, a recent college graduate that's decided to ditch nicotine. She purchases our smart zero percent nicotine vape and downloads are up. She now has access to insights on where, when, and why she's vaping. With the addition of a one-on-one coach to help her understand her health metrics, curb her addiction, and prevent relapse. We've interviewed thousands of our customers and experts in the field and we built something that works. The average customer reports their cravings go from an 8 out of 10 to a 2 out of 10 after trying our product. We're hoping to join the YC community in building something that people",71.47762298583984,87.25804138183594,0.017870659722222224,2.9058164093229504,10
hpe5JHF4RNU,1,2022,"Hi my name is Catherine Cross and I am the founder of ANJA. I was inspired to create ANJA because of my brother Andrew. He has role palsy from a really young age and my parents were looking into in vocal cord blood as a treatment for him. The stem cells inside of in vocal cord blood are super potent and very regenerative so I want to democratize access and educate people around the benefits of stem cells and other types of preventative care measures that they can take. I want ANJA to be the full D to C brand for all things longevity and preventative care looking into immune cell banking, genetic testing and things like that but I am starting with in vocal cord blood banking. With this product alone we've already made a couple of sales. We have a growing weight list of 2,000 parents and a platform on TikTok around 20,000 followers. We also just made our first hire yesterday and going to make a second part time offer this week so we are definitely facing good traction but I would love to be a part of YC in order to accelerate this growth and really just know more about the startup ecosystem and how to grow a billion dollar business.",118.4172592163086,49.648868560791016,0.012524787808641977,11.242874834272596,10
42dSSiw30BU,0,2021,"What's up? I see my name's Peter Solomini. I'm the founder and CEO of Fuo.com Which as I hope you remember is the first and only product of its type Essentially what we do is allow our users to be in multiple places at once by attending their online meetings for them Since my last application video a lot of things have changed first of all I shaved this time around because I didn't realize the Videos get that amount of views so that was embarrassing. I haven't gotten a haircut yet, but that's a different story What else We now have 57,000 users in over 175 different countries, which is incredible We still have spent less than $400 on marketing. So it's completely unprecedented our growth is is not normal and Our team has also grown from one to four developers now myself included Obviously, which is super exciting We've got some incredible ideas for how we could maybe pivot the business at the COVID But that's the biggest reason why we want to be part of I see so we can take this traction this team And this incredible customer base that we have and pivot into something that will be more sustainable After the majority of schools are no longer being hosted online Whew, anyway, thanks for your consideration",130.26663208007812,60.91250228881836,0.03197950424382716,8.071557389365303,10
KE4zqLEXQys,0,2024,"Hi, it's Wukash, the solo founder of Control AI. For the last six years, I've been working on machine learning robustness across both academia, at Columbia and the University of work, and on the business side at BCG and Palantir. I've spoken to countless clients and professors, and they're all saying the same thing, they're not worried about the potential efficiency gains from implementing LLMs. They're more worried about the fact that this technology is not insecure and might violate quite a lot of laws. That's why I found it important to code Control AI's platform and democratize access to AI auditing and assurance. Since launching the platform about a month ago, we already have over 200 daily users. We've had a few enterprises reach out to us with raised first ground of funding, and I can't be even more excited to move myself and start working with you at Pier 70.",136.23928833007812,58.72024917602539,0.13976933834876543,42.09489228990343,10
R_8OjkAUW6Y,0,2024,"Hey, what's up, YC. My name is Jack. I studied machine learning and data science at the University of Chicago Hey, I'm John and I met Jack at UChicago where I studied Game Theory and I've been building successful businesses since I was 13 We're building the fastest used goods marketplace powered by artificial intelligence We recommend users listings like TikTok recommends videos We first validated this idea by creating a Facebook group for residents of San Francisco to list and auction off their items Locally we grew this to 115 users in just two days. We realized we did not have enough supply So we built an iOS app and we're scraping thousands of listings every day from Mountain View, Sunnyvale and Palo Alto and we're putting them onto our app for our users We grew our revenue to $162 in just three weeks We're fine tuning and shipping new code every single day to the App Store and we're working full-time in here in Mountain View See you soon, YC. See you soon, YC.",133.0081024169922,72.64266967773438,0.03737977430555556,13.055099063449436,10
G9xXvHmTrz8,0,2023,"AYC, I'm Akash and I've been a product engineer at Asana and Blend Labs. AYC, I'm Mitch and I'm an engineer from Amazon. And we're the co-founders of Haddock and we met on co-founder match. Haddock is a platform that helps travelers create itineraries based on their preferences within seconds. We are giving travelers the power to customize their own experiences and collaborate with friends on their trips. Every year, over 1.4 billion people arrive internationally and airport just like this one. Just like this one. A person spends 10 hours on average planning a holiday trip and that's a lot of time spent on tires and planning. At Haddock, we want to use GPT-4 to make travel easy and fun. Yeah, and so when we talked to customers, we realized that travel was extremely personal and it was time-consuming and also anxiety-inducing. And so we wanted to use the latest advancements in AI and we used GPT-4 to create a platform that's holistic, a platform where people can collaborate with friends, and also a platform that travelers can use on the goal, that creates itineraries and trips based on their preferences. We've got over 500 trips created by people around the world and we want to make that number shoot for them. Let's make travel exciting. See you, bye.",127.27338409423828,52.398868560791016,0.04216825810185186,37.605004204644096,10
KF9VRp5J_uY,0,2024,"How do I see? I'm Chinggis, founding CEO of Trustmin. He signed a service that helps businesses to perform better by using smart contracts. Many businesses they struggle when they interact with their customers and we found a solution for that problem. We created Trustmin which helps businesses to keep good relationship with their clients. You just need to sign a contract and the rest is held by Trustmin. For example, you can collect a feedback from your customers, you can remind about yourself, you can form and send invoices, you can check for contract details automatically and many many other things. We really simplified the process of signing and interaction with your clients. So smart contracts can easily adjust to any business needs. So our clients they increase conversion rate by 30% and optimize the workforce by 40%. And we hope that YC will help us to scale that vision. So hope to see you in this batch, all the best.",164.1383514404297,43.44110870361328,0.004794053819444444,7.30235931608412,10
K5rRrlfMsyo,0,2024,"Hi, I'm Deeter. Hey, I'm Thomas and we're building Surinidad. Surinidad is an immersive live streaming platform where the viewer is able to interact with the streamer's reality. Recently, me and Thomas realized the future of XR is not bound to one's room, but rather going out and doing things and interacting with people. Yep, we made this discovery through going to a hackathon and building a project where people are able to go outside, get on a bicycle and collect carrots. And this past weekend, me and Thomas actually attended YC's weekend event in Boston and we live streamed via my headset, interacting with people and just having a good time. Yep, so our idea is that we want to create a huge opportunity for people to go outside, put on this VR headset, live stream, great adventures and create content that other people are able to watch and enjoy. And not just content but content that gets millions of views.",145.20196533203125,56.12590026855469,0.009591145833333333,20.291224585639107,10
